,placa,ESTADO_VENTA,Marca,Referencia,Modelo,KILOMETRAJE,id_veh,PRECIO_VENTA,Clase,valor_asegurado,Ciudad
7173,XTM764,Nuevos,Foton,Aumark,2023,0.0,18904061,132000000.0,CAMION,168000.0,Cartagena
7174,PRD729,Usados,Renault,Stepway [2],2017,24819.0,3246,49000000.0,,,Medellín
7175,MQH469,Usados,Chevrolet,Tracker,2016,,1606222,45900000.0,CAMIONETA PASAJ.,40200.0,Soacha
7176,SHI383,Usados,Jetour,X70,2023,,43506002,96000000.0,CAMIONETA PASAJ.,96300.0,Bogotá
7177,SVH812,Nuevos,Chevrolet,Sail,2018,,1601256,38500000.0,AUTOMOVIL,33800.0,Villavicencio
7178,JWV190,Usados,Renault,Koleos [1],2015,43412.0,8006059,48200000.0,CAMIONETA PASAJ.,48200.0,Santa Marta
7179,QVE251,Usados,,,2018,61018.0,8002127,28000000.0,AUTOMOVIL,0.0,Bucaramanga
7180,CBQ335,Nuevos,Volkswagen,Gol [5],2022,,9201138,64490000.0,AUTOMOVIL,0.0,Barranquilla
7181,RVS536,Nuevos,Chevrolet,Spark [3],2017,,1601304,30000000.0,AUTOMOVIL,34200.0,Cali
7182,TTT708,Nuevos,Mazda,3 [4],2023,,5601186,88900000.0,AUTOMOVIL,104800.0,Cali
7183,KAI473,Usados,Chevrolet,Captiva,2014,,1606211,37500000.0,CAMIONETA PASAJ.,33300.0,Barranquilla
7184,LWL885,Usados,Chevrolet,Captiva,2011,,1606211,30700000.0,CAMIONETA PASAJ.,28300.0,Bucaramanga
7185,XMR393,Nuevos,Suzuki,S.presso,2023,,8801055,38200000.0,AUTOMOVIL,38900.0,Medellín
7186,DWX647,Nuevos,Chevrolet,Nhr [1],2023,0.0,1604030,108990000.0,CAMION,0.0,Cali
7187,XXR659,Nuevos,Mazda,Cx5 [fl],2023,,5606109,158778000.0,CAMIONETA PASAJ.,140000.0,Bogotá
7188,EQJ228,Usados,Mazda,Cx30,2022,,183559,90000000.0,,,Bogotá
7189,ZWH773,Usados,,,2023,82675.0,11310008,110000000.0,CARROTANQUE,0.0,Cali
7190,FTJ994,Usados,,,2022,13509.0,3721001,,,,Cali
7191,KUZ843,Usados,Renault,Stepway,2019,,8001177,51400000.0,AUTOMOVIL,48000.0,Medellín
7192,TGX315,Nuevos,Nissan,Kicks,2020,,6406131,77400000.0,CAMIONETA PASAJ.,74100.0,Barranquilla
7193,BOF206,Usados,Chevrolet,Sail,2015,,1601291,29600000.0,AUTOMOVIL,27600.0,Medellín
7194,ZCV081,Nuevos,Volkswagen,Tiguan [fl],2023,,9206096,167990000.0,CAMIONETA PASAJ.,167100.0,Soacha
7195,OYE803,Nuevos,Karry,Yoyo,2023,,41807001,58990000.0,CAMIONETA REPAR,46500.0,Barranquilla
7196,KBW368,Usados,Renault,Stepway [2],2017,8586.0,8001177,45000000.0,AUTOMOVIL,43800.0,Bogotá
7197,ZUF480,Usados,Ford,Ecosport [2],2016,,3006130,50800000.0,CAMIONETA PASAJ.,43800.0,Medellín
7198,TEZ854,Nuevos,Chevrolet,Beat,2019,0.0,1601320,38800000.0,AUTOMOVIL,36200.0,Soacha
7199,YND176,Usados,Volkswagen,Nivus,2021,,9206082,88100000.0,CAMIONETA PASAJ.,72800.0,Medellín
7200,GVG130,Usados,Honda,Crv [4],2011,,3408047,56300000.0,CAMPERO,53300.0,Barranquilla
7201,LUH696,Nuevos,Renault,Logan [2],2017,1634.0,8001174,37900000.0,AUTOMOVIL,35900.0,Santa Marta
7202,DIE094,Nuevos,Kia,Rio,2015,911.0,4601093,33000000.0,AUTOMOVIL,29200.0,Cali
7203,ALA352,Usados,Chevrolet,Captiva,2015,,1606211,41000000.0,CAMIONETA PASAJ.,36700.0,Medellín
7204,NPW967,Nuevos,Kia,Picanto [3],2022,,4601251,47700000.0,AUTOMOVIL,48200.0,Bogotá
7205,UOC573,Usados,Kia,Rio,2018,,4601263,49600000.0,AUTOMOVIL,45700.0,Bogotá
7206,UKT027,Usados,Chevrolet,Captiva,2020,,1606243,83000000.0,CAMIONETA PASAJ.,67800.0,Cali
7207,MUN269,Usados,,,2020,75153.0,11311027,67000000.0,CHASIS,0.0,Soacha
7208,VNT127,Usados,Renault,Logan [2],2016,79441.0,8001136,32900000.0,AUTOMOVIL,30800.0,Santa Marta
7209,DPA172,Usados,Nissan,Qashqai [3],2016,,6406127,68000000.0,CAMIONETA PASAJ.,57100.0,Bogotá
7210,IBM883,Nuevos,Volkswagen,T-cross,2023,,9206092,95000000.0,CAMIONETA PASAJ.,85500.0,Bogotá
7211,OOO718,Nuevos,Foton,Frr-s,2023,0.0,18904066,165600000.0,CAMION,165600.0,Bogotá
7212,XYX227,Nuevos,Foton,Fhr,2023,0.0,18904068,93990000.0,CAMION,133700.0,Cali
7213,KUH812,Nuevos,Suzuki,Vitara,2022,,8806019,89700000.0,CAMIONETA PASAJ.,71200.0,Ibagué
7214,YHE751,Nuevos,Foton,Frr-s,2022,,18904066,162300000.0,CAMION,162300.0,Villavicencio
7215,DND222,Usados,Chevrolet,Sonic,2013,,1601263,30900000.0,AUTOMOVIL,28000.0,Medellín
7216,LTS235,Nuevos,Jac,Hfc1120,2024,,11311046,171957000.0,CHASIS,149500.0,Bogotá
7217,GHX313,Usados,Honda,Hrv,2021,,3406040,100300000.0,CAMIONETA PASAJ.,90200.0,Bogotá
7218,GRH973,Usados,Renault,Captur,2019,,8006056,73800000.0,CAMIONETA PASAJ.,65000.0,Cúcuta
7219,VGV585,Usados,Dodge,Journey,2017,,2406042,61400000.0,CAMIONETA PASAJ.,52100.0,Bogotá
7220,MUR201,Nuevos,Suzuki,Baleno,2022,,8801041,53000000.0,AUTOMOVIL,56000.0,Bogotá
7221,JDL891,Usados,Mazda,3 [3],2019,2928.0,5601142,75864500.0,AUTOMOVIL,70200.0,Cali
7222,LNR434,Nuevos,Renault,Clio Iii,2017,5863.0,8001166,35000000.0,AUTOMOVIL,34100.0,Bogotá
7223,RSF331,Nuevos,Foton,Fqr,2021,,18904067,139200000.0,CAMION,162400.0,Cali
7224,BAC133,Usados,Renault,Duster,2019,32770.0,8006052,61400000.0,CAMIONETA PASAJ.,58700.0,Villavicencio
7225,EQF612,Usados,Mazda,3 [3],2019,35544.0,5601166,65249213.0,AUTOMOVIL,67900.0,Bogotá
7226,ZJH686,Nuevos,Dodge,Journey,2017,,2406043,57000000.0,CAMIONETA PASAJ.,49400.0,Cali
7227,YCR031,Usados,Chevrolet,Onix [2],2022,8317.0,1601339,61000000.0,AUTOMOVIL,57100.0,Ibagué
7228,WSV834,Nuevos,Renault,Duster [2],2023,,8006063,84663858.0,CAMIONETA PASAJ.,74500.0,Bogotá
7229,TRY133,Nuevos,Nissan,X Trail [t32],2021,,6408114,130100000.0,CAMPERO,115500.0,Medellín
7230,UFZ066,Nuevos,Chevrolet,Sail,2020,3125.0,1601312,40500000.0,AUTOMOVIL,38100.0,Soacha
7231,OGY600,Nuevos,Kia,Sonet,2023,,4606150,98800000.0,CAMIONETA PASAJ.,92700.0,Bogotá
7232,DRH072,Usados,Chevrolet,Spark [3],2013,,1601240,28600000.0,AUTOMOVIL,30100.0,Cúcuta
7233,QNF016,Usados,Toyota,Yaris [3] [fl],2022,15900.0,9001149,68600000.0,AUTOMOVIL,68400.0,Cartagena
7234,WZN197,Usados,Chevrolet,Sail,2018,,1601311,35600000.0,AUTOMOVIL,33100.0,Medellín
7235,CXF619,Nuevos,Ford,Escape [4],2021,,3006142,152400000.0,CAMIONETA PASAJ.,121700.0,Bogotá
7236,FGE714,Nuevos,Mazda,2 [2],2020,,5601174,67200000.0,AUTOMOVIL,66700.0,Bogotá
7237,QBN112,Nuevos,Ford,Bronco Sport,2022,,3006148,185990000.0,CAMIONETA PASAJ.,139100.0,Bucaramanga
7238,PCS349,Usados,Chevrolet,Sail,2015,52839.0,1601257,28500000.0,AUTOMOVIL,28400.0,Bogotá
7239,MJE252,Usados,Chevrolet,Spark [3],2015,,1601274,32200000.0,AUTOMOVIL,32600.0,Soledad
7240,CSH567,Usados,Volkswagen,Jetta [5],2015,,9201125,37500000.0,AUTOMOVIL,35100.0,Bogotá
7241,KWS026,Usados,Hyundai,Tucson,2016,,1647,74600000.0,,,Cúcuta
7242,BAE857,Usados,Mazda,2 [2],2016,66942.0,5601151,54592000.0,AUTOMOVIL,48300.0,Villavicencio
7243,XEY653,Usados,Volkswagen,Gol [6],2017,,9201222,38153000.0,AUTOMOVIL,37100.0,Bogotá
7244,SHZ908,Nuevos,Mazda,Cx30,2023,,5606101,142400000.0,CAMIONETA PASAJ.,109500.0,Soledad
7245,GQY110,Usados,,,2022,42471.0,4206065,87100000.0,CAMIONETA PASAJ.,68900.0,Bogotá
7246,SHX588,Nuevos,Karry,Yoyo,2025,,41807001,58990000.0,CAMIONETA REPAR,58600.0,Bogotá
7247,ZES178,Usados,Mg,Zs,2021,,6106005,87300000.0,CAMIONETA PASAJ.,73900.0,Barranquilla
7248,AJZ326,Nuevos,Volkswagen,Taos,2024,920.0,9206089,141990000.0,CAMIONETA PASAJ.,131800.0,Soacha
7249,OVN337,Nuevos,Nissan,Versa,2015,28573.0,6401190,41000000.0,AUTOMOVIL,33400.0,Medellín
7250,RQJ984,Nuevos,Suzuki,S-cross,2020,,8806018,73200000.0,CAMIONETA PASAJ.,69000.0,Bucaramanga
7251,JWS697,Nuevos,Renault,Kardian,2025,,8006094,94990001.0,CAMIONETA PASAJ.,93500.0,Medellín
7252,KQO343,Nuevos,Volkswagen,Gol [5],2021,,9201138,44490000.0,AUTOMOVIL,0.0,Bogotá
7253,REL560,Usados,Mazda,2 [2],2015,57900.0,5601124,40800000.0,AUTOMOVIL,40300.0,Bogotá
7254,NVP478,Usados,Chevrolet,Beat,2019,,1601322,38900000.0,AUTOMOVIL,38700.0,Bogotá
7255,PLP239,Nuevos,Nissan,Versa [2],2022,,6401244,77100000.0,AUTOMOVIL,70200.0,Medellín
7256,BHC481,Nuevos,Jac,S3,2025,,11301021,72990000.0,AUTOMOVIL,0.0,Ibagué
7257,UQK909,Nuevos,Renault,Duster,2014,,8006035,46000000.0,CAMIONETA PASAJ.,42400.0,Cali
7258,LXM565,Usados,Renault,Duster,2018,,8006054,54098750.0,CAMIONETA PASAJ.,51100.0,Cartagena
7259,TCQ649,Nuevos,Ford,Ranger,2023,,3021076,170400000.0,PICKUP DOBLE CAB,175500.0,Bogotá
7260,ICV450,Nuevos,Kia,Picanto [3],2022,,4601254,47490000.0,AUTOMOVIL,53800.0,Bogotá
7261,KPT567,Usados,Renault,Duster,2016,,8006034,50900000.0,CAMIONETA PASAJ.,47200.0,Cali
7262,KSL146,Nuevos,Volkswagen,Virtus,2022,,9201255,58990000.0,AUTOMOVIL,66900.0,Bogotá
7263,AUK108,Usados,Toyota,Fortuner [2],2019,,9006166,183500000.0,CAMIONETA PASAJ.,168000.0,Cartagena
7264,ZAL879,Usados,Chevrolet,Spark [3],2014,,1601274,31100000.0,AUTOMOVIL,30800.0,Bogotá
7265,CKE780,Usados,Chevrolet,Captiva,2015,,1606211,41000000.0,CAMIONETA PASAJ.,36700.0,Cartagena
7266,XPT912,Usados,Volkswagen,Jetta [6],2019,17969.0,9201249,75600000.0,AUTOMOVIL,71200.0,Cali
7267,OCL920,Nuevos,Ford,Ranger,2022,8227.0,3021086,150300000.0,PICKUP DOBLE CAB,127400.0,Bucaramanga
7268,HEP289,Usados,Chevrolet,Sail,2017,,1601254,32200000.0,AUTOMOVIL,30300.0,Bogotá
7269,LZY825,Nuevos,Suzuki,S-cross,2020,,8806018,73200000.0,CAMIONETA PASAJ.,69000.0,Cali
7270,QAY292,Nuevos,Foton,Fhr,2023,226221.0,18904068,98990000.0,CAMION,133700.0,Barranquilla
7271,BLC798,Usados,Mercedes Benz,Glc 250,2019,,5806065,167000000.0,CAMIONETA PASAJ.,176100.0,Barranquilla
7272,VNH198,Nuevos,Cupra,Formentor,2023,0.0,43206001,150990000.0,CAMIONETA PASAJ.,116900.0,Soacha
7273,EMK015,Nuevos,Nissan,Frontier [2] [fl],2022,,6406144,140000000.0,CAMIONETA PASAJ.,128700.0,Cali
7274,QWN618,Nuevos,Changan,Cs55,2024,,39206018,119990000.0,CAMIONETA PASAJ.,115200.0,Cartagena
7275,VHW308,Nuevos,Mazda,Cx30,2022,,5606100,97000000.0,CAMIONETA PASAJ.,87700.0,Medellín
7276,ZUY382,Usados,Renault,Kwid [fl],2023,29647.0,8001217,52550000.0,AUTOMOVIL,49900.0,Cali
7277,XLU039,Usados,Hyundai,Tucson,2016,,1647,74600000.0,,,Soacha
7278,FEI126,Usados,Volkswagen,Gol [6],2022,4100.0,9201263,50500000.0,AUTOMOVIL,48400.0,Cali
7279,SLW591,Usados,,,2020,,1601133,49413878.076,AUTOMOVIL,0.0,Bogotá
7280,OPR204,Nuevos,Kia,Picanto [3],2025,,4601333,63990000.0,AUTOMOVIL,62300.0,Bogotá
7281,VWG844,Nuevos,Chevrolet,Beat,2020,,1601322,42800000.0,AUTOMOVIL,40500.0,Ibagué
7282,LRX545,Nuevos,Kia,Picanto [3],2022,,4601251,47400000.0,AUTOMOVIL,48200.0,Cali
7283,JAP915,Usados,Ford,Escape [4],2020,34960.0,3006142,143500000.0,CAMIONETA PASAJ.,115500.0,Barranquilla
7284,KNW183,Nuevos,Chevrolet,Beat,2019,0.0,1601322,40000000.0,AUTOMOVIL,38700.0,Cali
7285,FXT707,Usados,Chevrolet,Sail,2014,,1601256,28800000.0,AUTOMOVIL,27700.0,Cali
7286,RHO037,Usados,Volkswagen,Voyage,2019,8008.0,9201225,40300000.0,AUTOMOVIL,40300.0,Cali
7287,MHS267,Nuevos,Mazda,Cx30,2025,,183559,134907000.0,,,Santa Marta
7288,DEK098,Nuevos,Jmc,Jx,2023,27611.0,15804023,99760000.0,CAMION,94500.0,Bogotá
7289,SDT111,Nuevos,Nissan,Kicks,2020,,6406131,75100000.0,CAMIONETA PASAJ.,74100.0,Medellín
7290,KZO418,Usados,Chevrolet,Blazer,2024,,1606242,185400000.0,CAMIONETA PASAJ.,193300.0,Soledad
7291,YTA876,Usados,Bmw,F 750,2022,,817072,69600000.0,MOTOCICLETA,62700.0,Medellín
7292,BNO114,Usados,Chevrolet,Sail,2018,,1601312,35600000.0,AUTOMOVIL,33100.0,Villavicencio
7293,QZA091,Nuevos,Suzuki,S.presso,2023,,8801055,46150000.0,AUTOMOVIL,38900.0,Cartagena
7294,MCB366,Nuevos,Jac,Hfc1036kn,2024,0.0,11304048,118990000.0,CAMION,0.0,Cartagena
7295,NHH674,Nuevos,Kia,Picanto [3],2025,,4601331,54990002.0,AUTOMOVIL,51200.0,Medellín
7296,ABI902,Nuevos,Mercedes Benz,A 250,2015,0.0,5801280,78900000.0,AUTOMOVIL,70500.0,Santa Marta
7297,ZRH119,Usados,Kia,Sportage [4],2017,,4606101,83000000.0,CAMIONETA PASAJ.,70600.0,Cartagena
7298,DQP037,Usados,Renault,Logan [2],2019,,8001187,38900000.0,AUTOMOVIL,36800.0,Soacha
7299,MAF333,Nuevos,Mitsubishi,L200 [5] [fl],2022,50235.0,6221032,197200000.0,PICKUP DOBLE CAB,186300.0,Cúcuta
7300,BHQ712,Nuevos,Chevrolet,Spark [2],2018,10545.0,1601307,31000000.0,AUTOMOVIL,29200.0,Bogotá
7301,SUL169,Nuevos,Suzuki,Swift [4],2022,,8801057,68990000.0,AUTOMOVIL,60200.0,Bucaramanga
7302,HQS550,Usados,,,2017,96674.0,8021013,53000000.0,PICKUP DOBLE CAB,0.0,Villavicencio
7303,HUW086,Usados,,,2023,53002.0,1601359,53900000.0,AUTOMOVIL,0.0,Bogotá
7304,HWA280,Usados,,,2015,117886.0,3006138,27000000.0,CAMIONETA PASAJ.,0.0,Barranquilla
7305,URT833,Usados,Chevrolet,Onix [2],2021,,1601343,60500000.0,AUTOMOVIL,54100.0,Medellín
7306,NAW711,Nuevos,Kia,Stonic,2023,,4601301,89600000.0,AUTOMOVIL,80900.0,Cúcuta
7307,VFP213,Usados,,,2020,54693.0,6206085,75000000.0,CAMIONETA PASAJ.,94100.0,Cali
7308,QZW990,Nuevos,Kia,K3 Cross,2025,,4601831,86990000.0,,,Cúcuta
7309,RAB561,Nuevos,Renault,Stepway [2] [fl],2018,,8001177,47800000.0,AUTOMOVIL,46100.0,Bogotá
7310,KEQ825,Nuevos,Renault,Duster [2],2022,,8006066,77900000.0,CAMIONETA PASAJ.,80200.0,Cali
7311,FYJ143,Nuevos,Hyundai,Accent,2019,,3201351,46500000.0,AUTOMOVIL,44200.0,Medellín
7312,ZZY161,Nuevos,Chevrolet,Tracker [fl],2020,,1606233,70300000.0,CAMIONETA PASAJ.,60500.0,Cartagena
7313,SCR957,Nuevos,Karry,Yoyo,2022,27887.0,41807001,51990000.0,CAMIONETA REPAR,46100.0,Pereira
7314,MUD252,Usados,Nissan,Versa,2013,,6401184,33700000.0,AUTOMOVIL,32900.0,Medellín
7315,DTS643,Usados,Chevrolet,Cruze [fl],2014,50157.0,1601276,38600000.0,AUTOMOVIL,35000.0,Bucaramanga
7316,PCP517,Usados,Citroen,C4 [2],2024,,1806038,89383667.0,CAMIONETA PASAJ.,79500.0,Medellín
7317,BPR272,Usados,Mazda,Cx30,2023,22789.0,1998,85360000.0,,,Ibagué
7318,PBF502,Nuevos,Volkswagen,Tiguan [fl],2022,,9206094,170990000.0,CAMIONETA PASAJ.,126800.0,Bogotá
7319,ZIB375,Nuevos,Renault,Duster [2],2024,0.0,8006066,89592000.0,CAMIONETA PASAJ.,0.0,Bogotá
7320,NTK223,Nuevos,Kia,Seltos,2023,,4606143,87700000.0,CAMIONETA PASAJ.,97800.0,Bogotá
7321,VUT999,Usados,Renault,Duster,2019,,8006054,58100000.0,CAMIONETA PASAJ.,55800.0,Soledad
7322,FBU236,Usados,Chevrolet,Sail,2016,,1601256,31700000.0,AUTOMOVIL,30400.0,Cartagena
7323,WXF304,Usados,Mercedes Benz,Gla 200,2015,25270.0,5801289,77200000.0,,,Cali
7324,FTQ816,Usados,Renault,Stepway,2022,6709.0,8001208,58700000.0,AUTOMOVIL,59000.0,Medellín
7325,YZV878,Usados,Mazda,3 [3],2020,39106.0,5601142,73400000.0,AUTOMOVIL,75300.0,Bogotá
7326,QAR641,Usados,Nissan,Kicks,2020,,6406132,71200000.0,CAMIONETA PASAJ.,75400.0,Bucaramanga
7327,GOF525,Nuevos,Renault,Duster [2],2022,,8006065,70443500.0,CAMIONETA PASAJ.,72900.0,Cali
7328,PBW739,Usados,Nissan,March,2014,,6401199,31300000.0,AUTOMOVIL,30800.0,Bogotá
7329,GKL813,Usados,Chevrolet,Beat,2020,14865.0,1601320,41526000.0,AUTOMOVIL,39300.0,Bogotá
7330,QAX235,Usados,Kia,Rio R,2015,,4601162,36900000.0,AUTOMOVIL,35700.0,Bogotá
7331,MFH949,Nuevos,Mazda,Cx30,2023,,5606111,117600000.0,CAMIONETA PASAJ.,120000.0,Bogotá
7332,ICS578,Nuevos,Ford,Ranger,2022,5321.0,3021082,159800000.0,PICKUP DOBLE CAB,149100.0,Cúcuta
7333,IGT567,Usados,Volkswagen,Voyage,2016,31944.0,9201220,37000000.0,AUTOMOVIL,37000.0,Medellín
7334,LZH762,Nuevos,Mg,Zs,2021,,6106004,76200000.0,CAMIONETA PASAJ.,63600.0,Bogotá
7335,ZGR919,Usados,Renault,Stepway,2022,12783.0,8001211,66200000.0,AUTOMOVIL,66300.0,Cali
7336,TVJ005,Usados,Nissan,Qashqai [3],2019,50202.0,2785,95547000.0,,,Medellín
7337,HAJ485,Nuevos,Citroen,C4 [2],2023,,1806038,78300000.0,CAMIONETA PASAJ.,72900.0,Bogotá
7338,VTP639,Nuevos,Ford,F150 [14],2024,,3021108,301990000.0,PICKUP DOBLE CAB,279000.0,Soledad
7339,LDX945,Nuevos,Foton,Fqr,2023,0.0,18904067,145990000.0,CAMION,191900.0,Ibagué
7340,WVV934,Usados,Mazda,3,2012,80260.0,5601115,38400000.0,AUTOMOVIL,34900.0,Bogotá
7341,TSO120,Usados,Citroen,C4 [2],2022,,1806037,82800000.0,CAMIONETA PASAJ.,71600.0,Cartagena
7342,FWG629,Nuevos,Kia,Picanto [3],2023,5414.0,4601251,42500000.0,AUTOMOVIL,51900.0,Bucaramanga
7343,NSP522,Usados,Jeep,Renegade,2018,,4206062,67400000.0,CAMIONETA PASAJ.,60200.0,Cali
7344,SJH027,Usados,Nissan,Frontier [2] [fl],2022,,6420063,113957000.0,PICKUP SENCILLA,120500.0,Medellín
7345,CJS948,Nuevos,Renault,Duster,2022,,8008018,85000000.0,CAMPERO,84200.0,Bogotá
7346,DKP805,Nuevos,Foton,Fhr,2024,,18912067,88100000.0,FURGON,0.0,Medellín
7347,RQM067,Nuevos,Byd,Song Plus Dm-i,2024,22513.0,11106013,183900000.0,CAMIONETA PASAJ.,159200.0,Soledad
7348,YYE254,Nuevos,Renault,Kardian,2025,,8006095,95140000.0,CAMIONETA PASAJ.,116200.0,Barranquilla
7349,WAN221,Nuevos,Volkswagen,Polo [6],2020,,9201259,53500000.0,AUTOMOVIL,50100.0,Cartagena
7350,MVU302,Usados,Mazda,Cx30,2021,20410.0,5606101,94900000.0,CAMIONETA PASAJ.,94700.0,Bogotá
7351,AXD683,Nuevos,Volkswagen,Crafter,2020,173.0,9203015,100990000.0,BUS / BUSETA / MICROBUS,0.0,Cúcuta
7352,ITI163,Nuevos,Chevrolet,Beat,2022,,1601320,39990000.0,AUTOMOVIL,43200.0,Bogotá
7353,BPI947,Usados,Hyundai,Tucson Ix 35,2015,,3206066,58300000.0,CAMIONETA PASAJ.,56400.0,Soledad
7354,OWK155,Usados,Chevrolet,Spark [3],2019,,1601325,35337500.0,AUTOMOVIL,39500.0,Cali
7355,QPZ904,Nuevos,Chevrolet,Nlr,2024,0.0,1604104,153687999.0,CAMION,143100.0,Cali
7356,ZLH123,Usados,Chevrolet,Sail,2015,,1601291,29600000.0,AUTOMOVIL,27600.0,Bogotá
7357,VUB253,Nuevos,Kia,Picanto [3],2019,,4601251,42500000.0,AUTOMOVIL,41500.0,Cúcuta
7358,HWM407,Usados,Mitsubishi,Eclipse Cross,2020,6290.0,6206095,114100000.0,CAMIONETA PASAJ.,93400.0,Bucaramanga
7359,OMM811,Usados,Renault,Sandero,2017,,8001182,37100000.0,AUTOMOVIL,38200.0,Medellín
7360,TUN519,Usados,Mazda,2 [2],2013,119678.0,5601121,36000000.0,AUTOMOVIL,36300.0,Villavicencio
7361,HIE009,Usados,Renault,Logan [2],2018,,8001189,37700000.0,AUTOMOVIL,36600.0,Medellín
7362,GZF580,Nuevos,Toyota,Fortuner [2],2021,,9006175,197000000.0,CAMIONETA PASAJ.,190800.0,Soacha
7363,KGJ348,Nuevos,Foton,Frr-s,2023,0.0,18904066,180990000.0,CAMION,165600.0,Bogotá
7364,VHY665,Usados,Chevrolet,Spark [3],2015,,1601274,32200000.0,AUTOMOVIL,32600.0,Bogotá
7365,IFS095,Nuevos,Hyundai,Creta [fl],2022,,3206098,82500000.0,CAMIONETA PASAJ.,77700.0,Medellín
7366,LRX035,Usados,Chevrolet,Spark [3],2019,,1601324,38300000.0,AUTOMOVIL,37000.0,Santa Marta
7367,HWQ986,Nuevos,Kia,Picanto [3],2025,,2199,65990000.0,,,Bogotá
7368,NPR602,Usados,Mazda,3,2012,99589.0,5601117,44157000.0,AUTOMOVIL,41300.0,Bogotá
7369,WJL380,Usados,Ford,Fiesta [4],2015,,3001136,38300000.0,AUTOMOVIL,35300.0,Cali
7370,GKB864,Usados,Mazda,3 [3],2020,,2432,85000000.0,,,Ibagué
7371,FNV336,Usados,Chevrolet,Captiva,2010,,1606211,29200000.0,CAMIONETA PASAJ.,27900.0,Santa Marta
7372,BNR110,Usados,Chevrolet,Captiva,2011,,1606211,30700000.0,CAMIONETA PASAJ.,28300.0,Cartagena
7373,JMD446,Nuevos,Foton,Frr-s,2023,,18904066,162000000.0,CAMION,165600.0,Bucaramanga
7374,ZFC680,Nuevos,Mercedes Benz,Glb 200,2022,3349.0,5806080,185000000.0,CAMIONETA PASAJ.,157300.0,Barranquilla
7375,NXO552,Usados,Chevrolet,Sail,2015,,1601291,29600000.0,AUTOMOVIL,27600.0,Bogotá
7376,LHO090,Usados,Renault,Logan,2014,,8001134,26105000.0,AUTOMOVIL,28000.0,Santa Marta
7377,UMZ300,Usados,Renault,Duster,2015,,8006033,42200000.0,CAMIONETA PASAJ.,40900.0,Cartagena
7378,SKO176,Usados,Chevrolet,Sail,2014,57277.0,1601253,27500000.0,AUTOMOVIL,27400.0,Cúcuta
7379,XNX144,Usados,Ford,Fiesta [4],2012,,3001126,31000000.0,AUTOMOVIL,30600.0,Cali
7380,HEC530,Nuevos,Honda,Wrv,2021,,3406039,85000000.0,CAMIONETA PASAJ.,63000.0,Bogotá
7381,FLY537,Usados,Mazda,2 [2],2023,32707.0,5601190,68500000.0,AUTOMOVIL,74500.0,Soledad
7382,YVX486,Nuevos,Renault,Captur,2019,1781.0,8006056,63000000.0,CAMIONETA PASAJ.,65000.0,Bogotá
7383,PBR046,Usados,Ford,Fiesta [4],2012,,3001124,30700000.0,AUTOMOVIL,29500.0,Bogotá
7384,QJZ271,Usados,Ford,Edge,2012,,3008047,55500000.0,CAMPERO,57500.0,Soacha
7385,LHS051,Usados,Chevrolet,Sail,2018,,1601312,35600000.0,AUTOMOVIL,33100.0,Medellín
7386,DTB608,Usados,Chevrolet,Sail,2017,,1601253,32200000.0,AUTOMOVIL,30300.0,Bogotá
7387,CRR483,Nuevos,Chevrolet,Colorado [fl],2022,,1621102,166900000.0,PICKUP DOBLE CAB,124000.0,Bogotá
7388,YQU444,Nuevos,Ford,Ranger [5] [fl],2022,41763.0,3021085,235200000.0,PICKUP DOBLE CAB,225900.0,Medellín
7389,AGH173,Nuevos,Mitsubishi,Eclipse Cross,2023,1980.0,6206097,149900000.0,CAMIONETA PASAJ.,110100.0,Medellín
7390,PFU546,Usados,Renault,Sandero,2012,1.0,8001118,27300000.0,AUTOMOVIL,26000.0,Bogotá
7391,XYZ494,Nuevos,Chevrolet,Tracker [2],2023,0.0,1606249,103900000.0,CAMIONETA PASAJ.,82800.0,Bogotá
7392,IGZ429,Nuevos,Renault,Logan [2],2020,,8001171,49600000.0,AUTOMOVIL,46900.0,Medellín
7393,OXR763,Nuevos,Ford,Fiesta [7],2018,,3001138,49400000.0,AUTOMOVIL,44200.0,Bogotá
7394,GZE757,Usados,Nissan,Versa,2020,,6401248,61157000.0,AUTOMOVIL,54100.0,Villavicencio
7395,PSW753,Nuevos,Ford,Ranger [5],2023,7704.0,3021089,177547500.0,PICKUP DOBLE CAB,158200.0,Bogotá
7396,LOP579,Nuevos,Mazda,Cx9 [1],2024,,2463,199000000.0,,,Medellín
7397,FPD683,Usados,Nissan,Sentra,2013,,6401116,26300000.0,AUTOMOVIL,28100.0,Villavicencio
7398,DQP428,Usados,Chevrolet,Sail,2015,,1601291,30451000.0,AUTOMOVIL,27600.0,Cartagena
7399,VRO441,Nuevos,Nissan,Np 300 Frontier [2],2017,1399.0,6421067,92000000.0,PICKUP DOBLE CAB,84300.0,Bogotá
7400,TMA305,Usados,Kia,Rio R,2015,,4601186,38900000.0,AUTOMOVIL,35500.0,Cartagena
7401,LNJ541,Nuevos,Volkswagen,Nivus,2022,,9206083,89990000.0,CAMIONETA PASAJ.,81400.0,Cartagena
7402,EXS714,Nuevos,Kia,Rio,2022,,4601258,67700000.0,AUTOMOVIL,60700.0,Bogotá
7403,MEH711,Usados,Mazda,3 [3],2011,,5602418,36300000.0,AUTOMOVIL,33000.0,Bogotá
